"Monthly age-standardised mortality rates by vaccination status by age group for all cause deaths, deaths involving COVID-19 and deaths not involving COVID-19, per 100,000 person-years, England, deaths occurring between 1 January 2021 and 31 May 2022"										
This worksheet contains 1 table.										
"Source: Source: Office for National Statistics, National Immunisation Management Service."										
Cause of Death	Year	Month	Age group	Vaccination status	Count of deaths	Person-years	"Age-standardised mortality rate / 100,000 person-years"	Noted as Unreliable	Lower confidence limit	Upper confidence limit
Deaths involving COVID-19	2021	March	70-79	Unvaccinated	281	14554	2012.2		1775.0	2249.4
Deaths involving COVID-19	2021	March	70-79	"First dose, less than 21 days ago"	29	7899	539.0		349.5	786.7
Deaths involving COVID-19	2021	March	70-79	"First dose, at least 21 days ago"	352	329094	108.6		97.2	119.9
Deaths involving COVID-19	2021	March	70-79	"Second dose, less than 21 days ago"	3	8682	33.9	u	4.7	104.3
Deaths involving COVID-19	2021	March	70-79	"Second dose, at least 21 days ago"	<3	1594	x		x	x
Deaths involving COVID-19	2021	March	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	March	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	March	80-89	Unvaccinated	295	6511	4469.6		3958.9	4980.3
Deaths involving COVID-19	2021	March	80-89	"First dose, less than 21 days ago"	40	1891	2081.8		1481.9	2841.7
Deaths involving COVID-19	2021	March	80-89	"First dose, at least 21 days ago"	626	119342	524.0		483.0	565.1
Deaths involving COVID-19	2021	March	80-89	"Second dose, less than 21 days ago"	14	20970	65.4	u	35.8	109.8
Deaths involving COVID-19	2021	March	80-89	"Second dose, at least 21 days ago"	23	24438	93.9		59.5	140.9
Deaths involving COVID-19	2021	March	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	March	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	March	90+	Unvaccinated	161	1964	8198.1		6980.6	9566.9
Deaths involving COVID-19	2021	March	90+	"First dose, less than 21 days ago"	21	698	3008.7		1861.7	4599.3
Deaths involving COVID-19	2021	March	90+	"First dose, at least 21 days ago"	422	26122	1615.5		1465.0	1777.2
Deaths involving COVID-19	2021	March	90+	"Second dose, less than 21 days ago"	10	4633	215.8	u	103.3	397.0
Deaths involving COVID-19	2021	March	90+	"Second dose, at least 21 days ago"	11	4282	256.9	u	128.1	459.7
Deaths involving COVID-19	2021	March	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	March	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	April	18-39	Unvaccinated	8	687619	1.3	u	0.5	2.5
Deaths involving COVID-19	2021	April	18-39	"First dose, less than 21 days ago"	<3	32928	x		x	x
Deaths involving COVID-19	2021	April	18-39	"First dose, at least 21 days ago"	<3	139900	x		x	x
Deaths involving COVID-19	2021	April	18-39	"Second dose, less than 21 days ago"	<3	35296	x		x	x
Deaths involving COVID-19	2021	April	18-39	"Second dose, at least 21 days ago"	<3	24267	x		x	x
Deaths involving COVID-19	2021	April	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	April	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	April	40-49	Unvaccinated	10	222773	4.3	u	2.0	8.0
Deaths involving COVID-19	2021	April	40-49	"First dose, less than 21 days ago"	<3	61692	x		x	x
Deaths involving COVID-19	2021	April	40-49	"First dose, at least 21 days ago"	<3	124719	x		x	x
Deaths involving COVID-19	2021	April	40-49	"Second dose, less than 21 days ago"	<3	25831	x		x	x
Deaths involving COVID-19	2021	April	40-49	"Second dose, at least 21 days ago"	<3	18919	x		x	x
Deaths involving COVID-19	2021	April	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	April	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	April	50-59	Unvaccinated	35	52913	69.0		48.0	96.0
Deaths involving COVID-19	2021	April	50-59	"First dose, less than 21 days ago"	3	83307	3.9	u	0.8	11.3
Deaths involving COVID-19	2021	April	50-59	"First dose, at least 21 days ago"	14	327517	4.1	u	2.2	6.9
Deaths involving COVID-19	2021	April	50-59	"Second dose, less than 21 days ago"	<3	38564	x		x	x
Deaths involving COVID-19	2021	April	50-59	"Second dose, at least 21 days ago"	<3	25406	x		x	x
Deaths involving COVID-19	2021	April	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	April	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	April	60-69	Unvaccinated	67	26218	259.7		200.5	330.8
Deaths involving COVID-19	2021	April	60-69	"First dose, less than 21 days ago"	<3	12216	x		x	x
Deaths involving COVID-19	2021	April	60-69	"First dose, at least 21 days ago"	40	327316	12.3		8.8	16.8
Deaths involving COVID-19	2021	April	60-69	"Second dose, less than 21 days ago"	<3	48630	x		x	x
Deaths involving COVID-19	2021	April	60-69	"Second dose, at least 21 days ago"	<3	16554	x		x	x
Deaths involving COVID-19	2021	April	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	April	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	April	70-79	Unvaccinated	42	11747	371.5		266.6	503.6
Deaths involving COVID-19	2021	April	70-79	"First dose, less than 21 days ago"	<3	1048	x		x	x
Deaths involving COVID-19	2021	April	70-79	"First dose, at least 21 days ago"	102	171610	68.8		55.0	82.6
Deaths involving COVID-19	2021	April	70-79	"Second dose, less than 21 days ago"	8	137476	5.6	u	2.4	11.2
Deaths involving COVID-19	2021	April	70-79	"Second dose, at least 21 days ago"	6	29208	17.2	u	5.5	38.8
Deaths involving COVID-19	2021	April	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	April	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	April	80-89	Unvaccinated	50	5032	988.1		733.1	1303.0
Deaths involving COVID-19	2021	April	80-89	"First dose, less than 21 days ago"	9	451	1863.4	u	848.6	3543.1
Deaths involving COVID-19	2021	April	80-89	"First dose, at least 21 days ago"	166	27843	591.5		501.5	681.6
Deaths involving COVID-19	2021	April	80-89	"Second dose, less than 21 days ago"	21	65986	31.9		19.7	48.7
Deaths involving COVID-19	2021	April	80-89	"Second dose, at least 21 days ago"	27	68381	39.1		25.8	56.9
Deaths involving COVID-19	2021	April	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	April	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	April	90+	Unvaccinated	26	1497	1737.1		1134.4	2545.4
Deaths involving COVID-19	2021	April	90+	"First dose, less than 21 days ago"	3	161	1868.0	u	375.4	5458.0
Deaths involving COVID-19	2021	April	90+	"First dose, at least 21 days ago"	77	7453	1033.1		815.3	1291.2
Deaths involving COVID-19	2021	April	90+	"Second dose, less than 21 days ago"	12	13617	88.1	u	45.5	154.0
Deaths involving COVID-19	2021	April	90+	"Second dose, at least 21 days ago"	24	13981	171.7		110.0	255.4
Deaths involving COVID-19	2021	April	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	April	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	May	18-39	Unvaccinated	5	650333	0.9	u	0.3	2.0
Deaths involving COVID-19	2021	May	18-39	"First dose, less than 21 days ago"	<3	54421	x		x	x
Deaths involving COVID-19	2021	May	18-39	"First dose, at least 21 days ago"	<3	113844	x		x	x
Deaths involving COVID-19	2021	May	18-39	"Second dose, less than 21 days ago"	<3	52120	x		x	x
Deaths involving COVID-19	2021	May	18-39	"Second dose, at least 21 days ago"	<3	79363	x		x	x
Deaths involving COVID-19	2021	May	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	May	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	May	40-49	Unvaccinated	7	109036	7.5	u	2.9	15.6
Deaths involving COVID-19	2021	May	40-49	"First dose, less than 21 days ago"	<3	84736	x		x	x
Deaths involving COVID-19	2021	May	40-49	"First dose, at least 21 days ago"	<3	166759	x		x	x
Deaths involving COVID-19	2021	May	40-49	"Second dose, less than 21 days ago"	<3	47279	x		x	x
Deaths involving COVID-19	2021	May	40-49	"Second dose, at least 21 days ago"	<3	60510	x		x	x
Deaths involving COVID-19	2021	May	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	May	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	May	50-59	Unvaccinated	11	48573	23.8	u	11.9	42.6
Deaths involving COVID-19	2021	May	50-59	"First dose, less than 21 days ago"	<3	4102	x		x	x
Deaths involving COVID-19	2021	May	50-59	"First dose, at least 21 days ago"	12	294508	4.1	u	2.1	7.1
Deaths involving COVID-19	2021	May	50-59	"Second dose, less than 21 days ago"	<3	106317	x		x	x
Deaths involving COVID-19	2021	May	50-59	"Second dose, at least 21 days ago"	3	91791	3.2	u	0.6	9.3
Deaths involving COVID-19	2021	May	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	May	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	May	60-69	Unvaccinated	26	25056	114.7		74.6	168.6
Deaths involving COVID-19	2021	May	60-69	"First dose, less than 21 days ago"	<3	1274	x		x	x
Deaths involving COVID-19	2021	May	60-69	"First dose, at least 21 days ago"	27	136397	30.6		19.5	45.4
Deaths involving COVID-19	2021	May	60-69	"Second dose, less than 21 days ago"	4	162847	2.3	u	0.6	6.0
Deaths involving COVID-19	2021	May	60-69	"Second dose, at least 21 days ago"	<3	120402	x		x	x
Deaths involving COVID-19	2021	May	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	May	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	May	70-79	Unvaccinated	11	11371	99.4	u	49.0	178.8
Deaths involving COVID-19	2021	May	70-79	"First dose, less than 21 days ago"	<3	416	x		x	x
Deaths involving COVID-19	2021	May	70-79	"First dose, at least 21 days ago"	20	11851	194.9		116.9	303.9
Deaths involving COVID-19	2021	May	70-79	"Second dose, less than 21 days ago"	9	86880	13.2	u	5.6	25.8
Deaths involving COVID-19	2021	May	70-79	"Second dose, at least 21 days ago"	8	253109	3.0	u	1.3	6.0
Deaths involving COVID-19	2021	May	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	May	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	May	80-89	Unvaccinated	14	4802	297.6	u	162.6	499.4
Deaths involving COVID-19	2021	May	80-89	"First dose, less than 21 days ago"	<3	179	x		x	x
Deaths involving COVID-19	2021	May	80-89	"First dose, at least 21 days ago"	35	4154	832.2		577.6	1160.1
Deaths involving COVID-19	2021	May	80-89	"Second dose, less than 21 days ago"	8	9648	79.5	u	34.3	156.7
Deaths involving COVID-19	2021	May	80-89	"Second dose, at least 21 days ago"	36	154715	23.1		16.2	32.0
Deaths involving COVID-19	2021	May	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	May	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	May	90+	Unvaccinated	3	1402	213.9	u	43.0	625.0
Deaths involving COVID-19	2021	May	90+	"First dose, less than 21 days ago"	<3	71	x		x	x
Deaths involving COVID-19	2021	May	90+	"First dose, at least 21 days ago"	16	1446	1106.8	u	632.2	1797.5
Deaths involving COVID-19	2021	May	90+	"Second dose, less than 21 days ago"	6	2854	210.2	u	76.8	457.5
Deaths involving COVID-19	2021	May	90+	"Second dose, at least 21 days ago"	21	32342	64.9		40.2	99.3
Deaths involving COVID-19	2021	May	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	May	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	June	18-39	Unvaccinated	9	433417	2.8	u	1.2	5.4
Deaths involving COVID-19	2021	June	18-39	"First dose, less than 21 days ago"	<3	148043	x		x	x
Deaths involving COVID-19	2021	June	18-39	"First dose, at least 21 days ago"	<3	130744	x		x	x
Deaths involving COVID-19	2021	June	18-39	"Second dose, less than 21 days ago"	<3	53452	x		x	x
Deaths involving COVID-19	2021	June	18-39	"Second dose, at least 21 days ago"	<3	153194	x		x	x
Deaths involving COVID-19	2021	June	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	June	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	June	40-49	Unvaccinated	13	71044	18.9	u	10.0	32.4
Deaths involving COVID-19	2021	June	40-49	"First dose, less than 21 days ago"	<3	14538	x		x	x
Deaths involving COVID-19	2021	June	40-49	"First dose, at least 21 days ago"	5	164914	3.1	u	1.0	7.1
Deaths involving COVID-19	2021	June	40-49	"Second dose, less than 21 days ago"	<3	70956	x		x	x
Deaths involving COVID-19	2021	June	40-49	"Second dose, at least 21 days ago"	<3	130983	x		x	x
Deaths involving COVID-19	2021	June	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	June	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	June	50-59	Unvaccinated	15	43139	35.4	u	19.8	58.5
Deaths involving COVID-19	2021	June	50-59	"First dose, less than 21 days ago"	<3	2501	x		x	x
Deaths involving COVID-19	2021	June	50-59	"First dose, at least 21 days ago"	3	55130	6.2	u	1.3	18.1
Deaths involving COVID-19	2021	June	50-59	"Second dose, less than 21 days ago"	<3	159050	x		x	x
Deaths involving COVID-19	2021	June	50-59	"Second dose, at least 21 days ago"	9	267955	3.2	u	1.5	6.1
Deaths involving COVID-19	2021	June	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	June	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	June	60-69	Unvaccinated	24	22861	104.0		66.2	155.4
Deaths involving COVID-19	2021	June	60-69	"First dose, less than 21 days ago"	<3	899	x		x	x
Deaths involving COVID-19	2021	June	60-69	"First dose, at least 21 days ago"	7	13467	45.0	u	16.1	96.2
Deaths involving COVID-19	2021	June	60-69	"Second dose, less than 21 days ago"	<3	61371	x		x	x
Deaths involving COVID-19	2021	June	60-69	"Second dose, at least 21 days ago"	14	333623	4.2	u	2.3	7.1
Deaths involving COVID-19	2021	June	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	June	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	June	70-79	Unvaccinated	16	10565	151.7	u	85.9	247.5
Deaths involving COVID-19	2021	June	70-79	"First dose, less than 21 days ago"	<3	299	x		x	x
Deaths involving COVID-19	2021	June	70-79	"First dose, at least 21 days ago"	9	3423	265.1	u	120.6	504.3
Deaths involving COVID-19	2021	June	70-79	"Second dose, less than 21 days ago"	4	3507	137.6	u	35.9	355.8
Deaths involving COVID-19	2021	June	70-79	"Second dose, at least 21 days ago"	42	335020	12.7		9.1	17.2
Deaths involving COVID-19	2021	June	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	June	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	June	80-89	Unvaccinated	10	4423	224.1	u	107.3	412.2
Deaths involving COVID-19	2021	June	80-89	"First dose, less than 21 days ago"	<3	128	x		x	x
Deaths involving COVID-19	2021	June	80-89	"First dose, at least 21 days ago"	15	1743	871.3	u	484.2	1442.3
Deaths involving COVID-19	2021	June	80-89	"Second dose, less than 21 days ago"	<3	1243	x		x	x
Deaths involving COVID-19	2021	June	80-89	"Second dose, at least 21 days ago"	68	160568	42.2		32.8	53.5
Deaths involving COVID-19	2021	June	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	June	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	June	90+	Unvaccinated	9	1289	698.0	u	318.5	1325.1
Deaths involving COVID-19	2021	June	90+	"First dose, less than 21 days ago"	<3	38	x		x	x
Deaths involving COVID-19	2021	June	90+	"First dose, at least 21 days ago"	5	641	779.7	u	251.3	1819.6
Deaths involving COVID-19	2021	June	90+	"Second dose, less than 21 days ago"	<3	412	x		x	x
Deaths involving COVID-19	2021	June	90+	"Second dose, at least 21 days ago"	33	34772	94.9		65.3	133.3
Deaths involving COVID-19	2021	June	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	June	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	July	18-39	Unvaccinated	24	277517	10.4		6.6	15.5
Deaths involving COVID-19	2021	July	18-39	"First dose, less than 21 days ago"	<3	99290	x		x	x
Deaths involving COVID-19	2021	July	18-39	"First dose, at least 21 days ago"	<3	277354	x		x	x
Deaths involving COVID-19	2021	July	18-39	"Second dose, less than 21 days ago"	<3	61429	x		x	x
Deaths involving COVID-19	2021	July	18-39	"Second dose, at least 21 days ago"	7	233340	3.1	u	1.2	6.4
Deaths involving COVID-19	2021	July	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	July	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Deaths involving COVID-19	2021	July	40-49	Unvaccinated	31	66425	47.3		32.0	67.4
Deaths involving COVID-19	2021	July	40-49	"First dose, less than 21 days ago"	<3	4332	x		x	x
Deaths involving COVID-19	2021	July	40-49	"First dose, at least 21 days ago"	6	64265	9.9	u	3.5	21.9
Deaths involving COVID-19	2021	July	40-49	"Second dose, less than 21 days ago"	<3	83938	x		x	x
Deaths involving COVID-19	2021	July	40-49	"Second dose, at least 21 days ago"	21	247911	8.6		5.3	13.2
Deaths involving COVID-19	2021	July	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
