"Monthly age-standardised mortality rates by vaccination status by age group by sex for all cause deaths and deaths involving COVID-19, per 100,000 person-years, England, deaths occurring between 1 January 2021 and 31 May 2022"											
This worksheet contains 1 table.											
"Source: Source: Office for National Statistics, National Immunisation Management Service."											
Sex	Cause of Death	Year	Month	Age group	Vaccination status	Count of deaths	Person-years	"Age-standardised mortality rate / 100,000 person-years"	Noted as Unreliable	Lower confidence limit	Upper confidence limit
Female	All causes	2022	April	70-79	"Second dose, less than 21 days ago"	3	17	17505.4	u	3610.0	51158.1
Female	All causes	2022	April	70-79	"Second dose, at least 21 days ago"	313	5036	6367.1		5659.9	7074.2
Female	All causes	2022	April	70-79	"Third dose or booster, less than 21 days ago"	3	176	2147.3	u	442.8	6275.2
Female	All causes	2022	April	70-79	"Third dose or booster, at least 21 days ago"	3248	177535	1812.2		1749.8	1874.5
Female	All causes	2022	April	80-89	Unvaccinated	209	2351	8763.9		7572.5	9955.3
Female	All causes	2022	April	80-89	"First dose, less than 21 days ago"	<3	5	x		x	x
Female	All causes	2022	April	80-89	"First dose, at least 21 days ago"	47	346	13174.9		9647.9	17560.3
Female	All causes	2022	April	80-89	"Second dose, less than 21 days ago"	<3	10	x		x	x
Female	All causes	2022	April	80-89	"Second dose, at least 21 days ago"	429	2665	15673.4		14179.1	17167.7
Female	All causes	2022	April	80-89	"Third dose or booster, less than 21 days ago"	25	157	14918.4		9546.1	22168.8
Female	All causes	2022	April	80-89	"Third dose or booster, at least 21 days ago"	6030	91375	6488.3		6324.4	6652.3
Female	All causes	2022	April	90+	Unvaccinated	170	756	22473.4		19221.8	26117.4
Female	All causes	2022	April	90+	"First dose, less than 21 days ago"	3	1	214852.8	u	43181.9	627763.2
Female	All causes	2022	April	90+	"First dose, at least 21 days ago"	51	123	41384.0		30810.6	54413.7
Female	All causes	2022	April	90+	"Second dose, less than 21 days ago"	<3	5	x		x	x
Female	All causes	2022	April	90+	"Second dose, at least 21 days ago"	325	865	37579.0		33603.8	41895.0
Female	All causes	2022	April	90+	"Third dose or booster, less than 21 days ago"	16	67	23835.5	u	13615.2	38709.9
Female	All causes	2022	April	90+	"Third dose or booster, at least 21 days ago"	4994	23487	21262.6		20677.0	21860.7
Female	All causes	2022	May	18-39	Unvaccinated	13	80714	17.7	u	9.4	30.3
Female	All causes	2022	May	18-39	"First dose, less than 21 days ago"	<3	363	x		x	x
Female	All causes	2022	May	18-39	"First dose, at least 21 days ago"	6	18246	41.2	u	13.9	92.0
Female	All causes	2022	May	18-39	"Second dose, less than 21 days ago"	<3	1127	x		x	x
Female	All causes	2022	May	18-39	"Second dose, at least 21 days ago"	22	117426	20.0		12.5	30.5
Female	All causes	2022	May	18-39	"Third dose or booster, less than 21 days ago"	<3	3958	x		x	x
Female	All causes	2022	May	18-39	"Third dose or booster, at least 21 days ago"	54	261701	19.6		14.7	25.6
Female	All causes	2022	May	40-49	Unvaccinated	19	25639	77.8	u	46.5	122.0
Female	All causes	2022	May	40-49	"First dose, less than 21 days ago"	<3	43	x		x	x
Female	All causes	2022	May	40-49	"First dose, at least 21 days ago"	6	4155	171.4	u	62.9	373.0
Female	All causes	2022	May	40-49	"Second dose, less than 21 days ago"	<3	124	x		x	x
Female	All causes	2022	May	40-49	"Second dose, at least 21 days ago"	42	35779	118.8		85.4	160.8
Female	All causes	2022	May	40-49	"Third dose or booster, less than 21 days ago"	<3	802	x		x	x
Female	All causes	2022	May	40-49	"Third dose or booster, at least 21 days ago"	149	177141	83.6		70.2	97.1
Female	All causes	2022	May	50-59	Unvaccinated	52	17482	298.1		222.6	391.0
Female	All causes	2022	May	50-59	"First dose, less than 21 days ago"	<3	20	x		x	x
Female	All causes	2022	May	50-59	"First dose, at least 21 days ago"	23	2757	847.4		536.5	1272.4
Female	All causes	2022	May	50-59	"Second dose, less than 21 days ago"	<3	62	x		x	x
Female	All causes	2022	May	50-59	"Second dose, at least 21 days ago"	89	24806	370.8		297.6	456.4
Female	All causes	2022	May	50-59	"Third dose or booster, less than 21 days ago"	<3	518	x		x	x
Female	All causes	2022	May	50-59	"Third dose or booster, at least 21 days ago"	498	236850	207.1		188.8	225.3
Female	All causes	2022	May	60-69	Unvaccinated	75	10648	730.7		573.6	917.4
Female	All causes	2022	May	60-69	"First dose, less than 21 days ago"	<3	8	x		x	x
Female	All causes	2022	May	60-69	"First dose, at least 21 days ago"	32	1406	2499.0		1699.4	3540.8
Female	All causes	2022	May	60-69	"Second dose, less than 21 days ago"	<3	26	x		x	x
Female	All causes	2022	May	60-69	"Second dose, at least 21 days ago"	149	11860	1341.2		1121.4	1561.0
Female	All causes	2022	May	60-69	"Third dose or booster, less than 21 days ago"	<3	210	x		x	x
Female	All causes	2022	May	60-69	"Third dose or booster, at least 21 days ago"	1147	210005	548.9		517.1	580.7
Female	All causes	2022	May	70-79	Unvaccinated	120	5353	2290.7		1879.0	2702.5
Female	All causes	2022	May	70-79	"First dose, less than 21 days ago"	<3	6	x		x	x
Female	All causes	2022	May	70-79	"First dose, at least 21 days ago"	22	675	3279.9		2055.1	4966.5
Female	All causes	2022	May	70-79	"Second dose, less than 21 days ago"	<3	12	x		x	x
Female	All causes	2022	May	70-79	"Second dose, at least 21 days ago"	213	5012	4323.1		3740.3	4905.9
Female	All causes	2022	May	70-79	"Third dose or booster, less than 21 days ago"	13	151	8584.1	u	4349.6	15015.0
Female	All causes	2022	May	70-79	"Third dose or booster, at least 21 days ago"	2851	183924	1531.6		1475.4	1587.9
Female	All causes	2022	May	80-89	Unvaccinated	156	2421	6234.7		5253.9	7215.6
Female	All causes	2022	May	80-89	"First dose, less than 21 days ago"	<3	5	x		x	x
Female	All causes	2022	May	80-89	"First dose, at least 21 days ago"	53	347	15012.7		11213.5	19676.2
Female	All causes	2022	May	80-89	"Second dose, less than 21 days ago"	<3	11	x		x	x
Female	All causes	2022	May	80-89	"Second dose, at least 21 days ago"	306	2502	11888.5		10549.1	13227.9
Female	All causes	2022	May	80-89	"Third dose or booster, less than 21 days ago"	23	173	12618.6		7818.3	19181.1
Female	All causes	2022	May	80-89	"Third dose or booster, at least 21 days ago"	5164	94878	5344.4		5198.4	5490.4
Female	All causes	2022	May	90+	Unvaccinated	114	778	14661.2		12093.4	17612.8
Female	All causes	2022	May	90+	"First dose, less than 21 days ago"	<3	3	x		x	x
Female	All causes	2022	May	90+	"First dose, at least 21 days ago"	26	120	21753.0		14206.1	31874.7
Female	All causes	2022	May	90+	"Second dose, less than 21 days ago"	<3	6	x		x	x
Female	All causes	2022	May	90+	"Second dose, at least 21 days ago"	195	763	25567.3		22104.3	29418.9
Female	All causes	2022	May	90+	"Third dose or booster, less than 21 days ago"	17	92	18498.1	u	10769.5	29619.0
Female	All causes	2022	May	90+	"Third dose or booster, at least 21 days ago"	4034	24459	16492.6		15987.5	17009.5
Female	Deaths involving COVID-19	2021	January	18-39	Unvaccinated	73	465171	15.9		12.5	20.0
Female	Deaths involving COVID-19	2021	January	18-39	"First dose, less than 21 days ago"	3	20053	13.1	u	2.7	38.2
Female	Deaths involving COVID-19	2021	January	18-39	"First dose, at least 21 days ago"	<3	3502	x		x	x
Female	Deaths involving COVID-19	2021	January	18-39	"Second dose, less than 21 days ago"	<3	949	x		x	x
Female	Deaths involving COVID-19	2021	January	18-39	"Second dose, at least 21 days ago"	<3	179	x		x	x
Female	Deaths involving COVID-19	2021	January	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	January	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	January	40-49	Unvaccinated	155	229636	66.9		56.3	77.4
Female	Deaths involving COVID-19	2021	January	40-49	"First dose, less than 21 days ago"	<3	14577	x		x	x
Female	Deaths involving COVID-19	2021	January	40-49	"First dose, at least 21 days ago"	<3	2890	x		x	x
Female	Deaths involving COVID-19	2021	January	40-49	"Second dose, less than 21 days ago"	<3	890	x		x	x
Female	Deaths involving COVID-19	2021	January	40-49	"Second dose, at least 21 days ago"	<3	165	x		x	x
Female	Deaths involving COVID-19	2021	January	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	January	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	January	50-59	Unvaccinated	489	258383	187.6		171.0	204.2
Female	Deaths involving COVID-19	2021	January	50-59	"First dose, less than 21 days ago"	8	19014	41.3	u	17.8	81.3
Female	Deaths involving COVID-19	2021	January	50-59	"First dose, at least 21 days ago"	<3	3833	x		x	x
Female	Deaths involving COVID-19	2021	January	50-59	"Second dose, less than 21 days ago"	<3	1235	x		x	x
Female	Deaths involving COVID-19	2021	January	50-59	"Second dose, at least 21 days ago"	<3	231	x		x	x
Female	Deaths involving COVID-19	2021	January	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	January	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	January	60-69	Unvaccinated	1070	215064	498.7		468.8	528.5
Female	Deaths involving COVID-19	2021	January	60-69	"First dose, less than 21 days ago"	31	10298	339.0		226.5	486.3
Female	Deaths involving COVID-19	2021	January	60-69	"First dose, at least 21 days ago"	4	1835	394.0	u	107.3	1008.7
Female	Deaths involving COVID-19	2021	January	60-69	"Second dose, less than 21 days ago"	<3	608	x		x	x
Female	Deaths involving COVID-19	2021	January	60-69	"Second dose, at least 21 days ago"	<3	109	x		x	x
Female	Deaths involving COVID-19	2021	January	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	January	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	January	70-79	Unvaccinated	2400	159887	1588.1		1524.0	1652.2
Female	Deaths involving COVID-19	2021	January	70-79	"First dose, less than 21 days ago"	134	29105	425.3		344.1	506.5
Female	Deaths involving COVID-19	2021	January	70-79	"First dose, at least 21 days ago"	38	1194	2750.6		1820.3	3936.3
Female	Deaths involving COVID-19	2021	January	70-79	"Second dose, less than 21 days ago"	<3	370	x		x	x
Female	Deaths involving COVID-19	2021	January	70-79	"Second dose, at least 21 days ago"	<3	47	x		x	x
Female	Deaths involving COVID-19	2021	January	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	January	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	January	80-89	Unvaccinated	4218	43517	9507.1		9219.6	9794.6
Female	Deaths involving COVID-19	2021	January	80-89	"First dose, less than 21 days ago"	556	38417	1430.8		1311.8	1549.7
Female	Deaths involving COVID-19	2021	January	80-89	"First dose, at least 21 days ago"	243	8186	2920.9		2553.3	3288.4
Female	Deaths involving COVID-19	2021	January	80-89	"Second dose, less than 21 days ago"	20	8027	249.9		152.6	385.9
Female	Deaths involving COVID-19	2021	January	80-89	"Second dose, at least 21 days ago"	<3	1364	x		x	x
Female	Deaths involving COVID-19	2021	January	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	January	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	January	90+	Unvaccinated	3227	12866	25081.5		24223.5	25962.1
Female	Deaths involving COVID-19	2021	January	90+	"First dose, less than 21 days ago"	547	9247	5915.4		5430.0	6432.5
Female	Deaths involving COVID-19	2021	January	90+	"First dose, at least 21 days ago"	195	1825	10683.1		9236.1	12292.4
Female	Deaths involving COVID-19	2021	January	90+	"Second dose, less than 21 days ago"	6	1463	410.1	u	149.7	892.6
Female	Deaths involving COVID-19	2021	January	90+	"Second dose, at least 21 days ago"	<3	254	x		x	x
Female	Deaths involving COVID-19	2021	January	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	January	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	February	18-39	Unvaccinated	35	381759	9.4		6.5	13.0
Female	Deaths involving COVID-19	2021	February	18-39	"First dose, less than 21 days ago"	4	26675	13.4	u	3.6	34.3
Female	Deaths involving COVID-19	2021	February	18-39	"First dose, at least 21 days ago"	<3	31814	x		x	x
Female	Deaths involving COVID-19	2021	February	18-39	"Second dose, less than 21 days ago"	<3	504	x		x	x
Female	Deaths involving COVID-19	2021	February	18-39	"Second dose, at least 21 days ago"	<3	1312	x		x	x
Female	Deaths involving COVID-19	2021	February	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	February	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	February	40-49	Unvaccinated	82	179226	45.6		36.3	56.6
Female	Deaths involving COVID-19	2021	February	40-49	"First dose, less than 21 days ago"	4	19920	18.1	u	4.9	46.4
Female	Deaths involving COVID-19	2021	February	40-49	"First dose, at least 21 days ago"	4	22969	16.0	u	4.4	41.1
Female	Deaths involving COVID-19	2021	February	40-49	"Second dose, less than 21 days ago"	<3	449	x		x	x
Female	Deaths involving COVID-19	2021	February	40-49	"Second dose, at least 21 days ago"	<3	1235	x		x	x
Female	Deaths involving COVID-19	2021	February	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	February	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	February	50-59	Unvaccinated	232	191442	120.7		105.1	136.2
Female	Deaths involving COVID-19	2021	February	50-59	"First dose, less than 21 days ago"	16	31268	50.9	u	28.9	82.9
Female	Deaths involving COVID-19	2021	February	50-59	"First dose, at least 21 days ago"	19	30359	62.2	u	37.4	97.1
Female	Deaths involving COVID-19	2021	February	50-59	"Second dose, less than 21 days ago"	<3	619	x		x	x
Female	Deaths involving COVID-19	2021	February	50-59	"Second dose, at least 21 days ago"	<3	1715	x		x	x
Female	Deaths involving COVID-19	2021	February	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	February	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	February	60-69	Unvaccinated	502	123897	443.4		403.7	483.0
Female	Deaths involving COVID-19	2021	February	60-69	"First dose, less than 21 days ago"	39	62272	62.1		42.5	87.0
Female	Deaths involving COVID-19	2021	February	60-69	"First dose, at least 21 days ago"	33	18799	190.2		130.2	268.0
Female	Deaths involving COVID-19	2021	February	60-69	"Second dose, less than 21 days ago"	<3	308	x		x	x
Female	Deaths involving COVID-19	2021	February	60-69	"Second dose, at least 21 days ago"	<3	854	x		x	x
Female	Deaths involving COVID-19	2021	February	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	February	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	February	70-79	Unvaccinated	806	21948	4776.9		4420.6	5133.3
Female	Deaths involving COVID-19	2021	February	70-79	"First dose, less than 21 days ago"	154	90772	188.6		158.3	218.8
Female	Deaths involving COVID-19	2021	February	70-79	"First dose, at least 21 days ago"	200	58990	295.7		252.8	338.6
Female	Deaths involving COVID-19	2021	February	70-79	"Second dose, less than 21 days ago"	<3	117	x		x	x
Female	Deaths involving COVID-19	2021	February	70-79	"Second dose, at least 21 days ago"	<3	499	x		x	x
Female	Deaths involving COVID-19	2021	February	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	February	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	February	80-89	Unvaccinated	1027	5954	16841.7		15803.2	17880.2
Female	Deaths involving COVID-19	2021	February	80-89	"First dose, less than 21 days ago"	292	16398	1752.7		1551.4	1954.1
Female	Deaths involving COVID-19	2021	February	80-89	"First dose, at least 21 days ago"	782	56416	1362.9		1267.3	1458.4
Female	Deaths involving COVID-19	2021	February	80-89	"Second dose, less than 21 days ago"	3	215	1364.0	u	280.5	3987.9
Female	Deaths involving COVID-19	2021	February	80-89	"Second dose, at least 21 days ago"	14	10682	130.9	u	71.5	219.6
Female	Deaths involving COVID-19	2021	February	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	February	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	Deaths involving COVID-19	2021	February	90+	Unvaccinated	749	2258	33165.9		30832.8	35628.6
Female	Deaths involving COVID-19	2021	February	90+	"First dose, less than 21 days ago"	244	4901	4978.3		4373.2	5643.8
Female	Deaths involving COVID-19	2021	February	90+	"First dose, at least 21 days ago"	704	13780	5108.8		4738.3	5500.5
Female	Deaths involving COVID-19	2021	February	90+	"Second dose, less than 21 days ago"	<3	54	x		x	x
Female	Deaths involving COVID-19	2021	February	90+	"Second dose, at least 21 days ago"	7	1995	350.9	u	140.6	723.1
